NO;JALUR;STATUS;UMUR DOKUMEN;UMUR LHP;JENIS PEMBERITAHUAN;NOMOR AJU;NOMOR DAFTAR;TANGGAL DAFTAR;ID PERUSAHAAN;NAMA PERUSAHAAN;PPJK
373;H;;696;-;30 - BC 3.0;00003092568520240313000059;601251;13-03-2024;925685810122000;CV. JAYA LAUT SUMATERA;
374;H;;696;-;30 - BC 3.0;00003082068420240313000169;601238;13-03-2024;845961077124000;CV. CHEERA KING SEAFOOD;DIRGANTARA SUMATERA EKSPRES
375;H;;696;-;30 - BC 3.0;00003053202520240313000043;601244;13-03-2024;532025061124000;CV. SENTRA MAJU UTAMA;
376;H;;696;-;30 - BC 3.0;00003090523320240313000074;601255;13-03-2024;506077619125000;PT.BUANA UTAMA MESTIKA INDAH;TAMARO TRANS LOGISTIK
377;H;;696;-;30 - BC 3.0;01010000258220240313000269;601254;13-03-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
378;H;;696;-;30 - BC 3.0;01010000258220240313000268;601250;13-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
379;H;;696;-;30 - BC 3.0;01010000258220240313000271;601256;13-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
380;H;;695;-;30 - BC 3.0;00003084834820240313000019;601276;14-03-2024;848348967125000;PT. ANUGERAH WALET JAYA;
381;H;;695;-;30 - BC 3.0;00003092821220240313000250;601266;14-03-2024;800480121125001;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
382;H;;695;-;30 - BC 3.0;00003053320220240314000081;601271;14-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
383;H;;695;-;30 - BC 3.0;301011E3DFBC20240314000002;601278;14-03-2024;532025061124000;SENTRA MAJU UTAMA;
384;H;;695;-;30 - BC 3.0;01010000258220240314000273;601277;14-03-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
385;H;;695;-;30 - BC 3.0;01010000258220240314000272;601272;14-03-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
386;H;;695;-;30 - BC 3.0;01010000258220240314000275;601279;14-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
387;H;;694;-;30 - BC 3.0;00003092821220240313000260;601281;15-03-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
388;H;;694;-;30 - BC 3.0;00003001430120240315000041;601296;15-03-2024;097054779122000;UD JUANDA AQUATIC;PT.RAYA ABADI KENCANA
389;H;;694;-;30 - BC 3.0;00003092821220240315000269;601290;15-03-2024;060893187112000;UD. GROUPER MARINE;PT. LOGISTIK EKSPRESINDO UTAMA
390;H;;694;-;30 - BC 3.0;00003001718920240315000157;601297;15-03-2024;017189184125000;TOBA SURIMI INDUSTRIES;
391;H;;693;-;30 - BC 3.0;00003082062720240316000235;601302;16-03-2024;820627214125000;SARANA MAJU BERSAMA;
392;H;;693;-;30 - BC 3.0;00003082062720240316000237;601306;16-03-2024;820627214125000;SARANA MAJU BERSAMA;
393;H;;693;-;30 - BC 3.0;00003053320220240316000082;601308;16-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
394;H;;692;-;30 - BC 3.0;00003053320220240317000083;601309;17-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
395;H;;691;-;30 - BC 3.0;00003090523320240318000078;601318;18-03-2024;506077619125000;PT.BUANA UTAMA MESTIKA INDAH;TAMARO TRANS LOGISTIK
396;H;;691;-;30 - BC 3.0;00003031479320240318001003;601312;18-03-2024;314793480125000;SAGAMI INDONESIA;
397;H;;691;-;30 - BC 3.0;00003031479320240318001004;601314;18-03-2024;314793480125000;SAGAMI INDONESIA;
398;H;;691;-;30 - BC 3.0;00003092821220240318000282;601315;18-03-2024;067023663124000;UD. HALIM JAYA;PT. LOGISTIK EKSPRESINDO UTAMA
399;H;;691;-;30 - BC 3.0;00003092821220240318000273;601311;18-03-2024;017275736113000;PT. KREASI FAUNA INDAH;PT. LOGISTIK EKSPRESINDO UTAMA
400;H;;691;-;30 - BC 3.0;01010000258220240318000285;601319;18-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
401;H;;691;-;30 - BC 3.0;00003001430120240318000042;601323;18-03-2024;012131694112000;PT.IKAINDO INDUSTRI KARBONIK INDONESIA;PT.RAYA ABADI KENCANA
402;H;;690;-;30 - BC 3.0;301013630AFF20240319000003;601338;19-03-2024;953323813113000;KURNIA AGRO SUBUR;LOGISTIK EKSPRESINDO UTAMA
403;H;;690;-;30 - BC 3.0;00003084834820240319000022;601331;19-03-2024;848348967125000;PT. ANUGERAH WALET JAYA;
404;H;;690;-;30 - BC 3.0;00003082062720240319000238;601329;19-03-2024;820627214125000;SARANA MAJU BERSAMA;
405;H;;690;-;30 - BC 3.0;00003092821220240318000281;601336;19-03-2024;800480121125001;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
406;H;;690;-;30 - BC 3.0;3010128405CE20240318000001;601327;19-03-2024;708110432125000;ORI GINALNEST INDONESIA;
407;H;;689;-;30 - BC 3.0;00003092821220240319000287;601345;20-03-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
408;H;;689;-;30 - BC 3.0;00003082068420240320000172;601343;20-03-2024;845961077124000;CV. CHEERA KING SEAFOOD;DIRGANTARA SUMATERA EKSPRES
409;H;;689;-;30 - BC 3.0;00003092821220240318000275;601342;20-03-2024;800480121125001;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
410;H;;689;-;30 - BC 3.0;301011E3DFBC20240320000005;601352;20-03-2024;532025061124000;SENTRA MAJU UTAMA;
411;M;N;689;688;30 - BC 3.0;01010000258220240319000290;601363;20-03-2024;015163751123000;PT. GROWTH ASIA;PT BIROTIKA SEMESTA
412;H;;689;-;30 - BC 3.0;00003092821220240320000290;601349;20-03-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
413;H;;689;-;30 - BC 3.0;00003031200620240320000076;601358;20-03-2024;013418892128000;PT WAHANA GRAHA MAKMUR;F1 SOLUTIONS
414;H;;689;-;30 - BC 3.0;01010000258220240320000297;601364;20-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
415;H;;689;-;30 - BC 3.0;01010000258220240320000296;601360;20-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
416;H;;688;-;30 - BC 3.0;00003082062720240321000242;601370;21-03-2024;820627214125000;SARANA MAJU BERSAMA;
417;H;;688;-;30 - BC 3.0;00003031479320240321001008;601367;21-03-2024;314793480125000;SAGAMI INDONESIA;
418;H;;688;-;30 - BC 3.0;00003092821220240321000293;601372;21-03-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
419;H;;688;-;30 - BC 3.0;00003092821220240321000292;601371;21-03-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
420;H;;688;-;30 - BC 3.0;01010000258220240321000302;601379;21-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
421;H;;688;-;30 - BC 3.0;01010000258220240321000298;601374;21-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
422;H;;687;-;30 - BC 3.0;00003092821220240321000294;601389;22-03-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
423;H;;687;-;30 - BC 3.0;00003092821220240322000298;601399;22-03-2024;800480121125001;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
424;H;;687;-;30 - BC 3.0;00003021016120240321000194;601384;22-03-2024;210826228122000;SUMARTA;PUTRA INDONESIA SEJAHTERA
425;H;;687;-;30 - BC 3.0;00003001430120240322000047;601394;22-03-2024;097054779122000;UD JUANDA AQUATIC;PT.RAYA ABADI KENCANA
426;H;;687;-;30 - BC 3.0;01010000258220240322000304;601395;22-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
427;H;;687;-;30 - BC 3.0;01010000258220240322000307;601403;22-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
428;H;;687;-;30 - BC 3.0;00003001100020240322903123;601402;22-03-2024;011000163092000;MUSIM MAS;
429;H;;686;-;30 - BC 3.0;00003082068420240323000173;601404;23-03-2024;845961077124000;CV. CHEERA KING SEAFOOD;DIRGANTARA SUMATERA EKSPRES
430;H;;686;-;30 - BC 3.0;00003082062720240323000246;601406;23-03-2024;820627214125000;SARANA MAJU BERSAMA;
431;H;;686;-;30 - BC 3.0;00003082062720240323000247;601407;23-03-2024;820627214125000;SARANA MAJU BERSAMA;
432;H;;686;-;30 - BC 3.0;00003082062720240323000245;601405;23-03-2024;820627214125000;SARANA MAJU BERSAMA;
433;H;;686;-;30 - BC 3.0;00003021016120240323000204;601413;23-03-2024;708297288124000;PUTRI MANALU BERSAUDARA;PUTRA INDONESIA SEJAHTERA
434;H;;686;-;30 - BC 3.0;01010000258220240323000309;601411;23-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
435;H;;684;-;30 - BC 3.0;00003082062720240325000251;601437;25-03-2024;820627214125000;SARANA MAJU BERSAMA;
436;H;;684;-;30 - BC 3.0;00003082062720240325000250;601428;25-03-2024;820627214125000;SARANA MAJU BERSAMA;
437;H;;684;-;30 - BC 3.0;00003092821220240325000303;601433;25-03-2024;800480121125001;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
438;H;;684;-;30 - BC 3.0;00003092821220240325000301;601431;25-03-2024;800480121125001;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
439;H;;684;-;30 - BC 3.0;00003001430120240325000051;601435;25-03-2024;733038343113000;CV. PUTRA TELLO MANDIRI;PT. RAYA ABADI KENCANA
440;H;;684;-;30 - BC 3.0;00003053320220240325000092;601436;25-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
441;H;;684;-;30 - BC 3.0;01010000258220240325000311;601432;25-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
442;H;;684;-;30 - BC 3.0;00003001127920240325000282;601438;25-03-2024;011279056123000;CV. AROMA & CO;
443;H;;683;-;30 - BC 3.0;00003082062720240326000254;601450;26-03-2024;820627214125000;SARANA MAJU BERSAMA;
444;H;;683;-;30 - BC 3.0;00003082062720240326000252;601445;26-03-2024;820627214125000;SARANA MAJU BERSAMA;
445;H;;683;-;30 - BC 3.0;00003092821220240326000307;601452;26-03-2024;800480121125001;PT. CEFA INDONESIA SEJAHTERA LESTARI;PT. LOGISTIK EKSPRESINDO UTAMA
446;H;;683;-;30 - BC 3.0;00003053320220240326000095;601460;26-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
447;H;;683;-;30 - BC 3.0;00003074002520240326000084;601456;26-03-2024;014310247121000;PT PERMATA HIJAU PALM OLEO;PT. MULIA BERJAYA ABADI
448;H;;683;-;30 - BC 3.0;01010000258220240326000315;601455;26-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
449;H;;682;-;30 - BC 3.0;00003092821220240326000309;601469;27-03-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
450;H;;682;-;30 - BC 3.0;00003092821220240326000310;601467;27-03-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
451;H;;682;-;30 - BC 3.0;00003084834820240326000025;601468;27-03-2024;848348967125000;PT. ANUGERAH WALET JAYA;
452;H;;682;-;30 - BC 3.0;00003082062720240327000256;601470;27-03-2024;820627214125000;SARANA MAJU BERSAMA;
453;H;;682;-;30 - BC 3.0;00003082062720240327000265;601485;27-03-2024;820627214125000;SARANA MAJU BERSAMA;
454;H;;682;-;30 - BC 3.0;00003082062720240327000264;601483;27-03-2024;820627214125000;SARANA MAJU BERSAMA;
455;H;;682;-;30 - BC 3.0;00003082062720240327000258;601477;27-03-2024;820627214125000;SARANA MAJU BERSAMA;
456;H;;682;-;30 - BC 3.0;00003082062720240327000262;601482;27-03-2024;820627214125000;SARANA MAJU BERSAMA;
457;H;;682;-;30 - BC 3.0;00003082062720240327000261;601481;27-03-2024;820627214125000;SARANA MAJU BERSAMA;
458;H;;682;-;30 - BC 3.0;00003021016120240327000203;601474;27-03-2024;708297288124000;PUTRI MANALU BERSAUDARA;PUTRA INDONESIA SEJAHTERA
459;H;;682;-;30 - BC 3.0;00003053320220240327000097;601490;27-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
460;H;;682;-;30 - BC 3.0;301011E3DFBC20240327000011;601473;27-03-2024;532025061124000;SENTRA MAJU UTAMA;
461;H;;682;-;30 - BC 3.0;00003031479320240327001010;601471;27-03-2024;314793480125000;SAGAMI INDONESIA;
462;H;;682;-;30 - BC 3.0;00003031479320240327001011;601472;27-03-2024;314793480125000;SAGAMI INDONESIA;
463;H;;682;-;30 - BC 3.0;00003082068420240327000185;601488;27-03-2024;014386171641000;PT. SURI TANI PEMUKA;DIRGANTARA SUMATERA EKSPRES
464;H;;682;-;30 - BC 3.0;00003092821220240326000313;601465;27-03-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
465;H;;682;-;30 - BC 3.0;01010000258220240327000333;601489;27-03-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
466;H;;681;-;30 - BC 3.0;00003092821220240327000319;601507;28-03-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
467;H;;681;-;30 - BC 3.0;00003092821220240327000317;601505;28-03-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
468;H;;681;-;30 - BC 3.0;30101349E80520240328000003;601498;28-03-2024;925685810122000;JAYA LAUT SUMATERA;
469;H;;681;-;30 - BC 3.0;00003084834820240327000026;601491;28-03-2024;848348967125000;PT. ANUGERAH WALET JAYA;
470;H;;681;-;30 - BC 3.0;00003082062720240328000268;601499;28-03-2024;820627214125000;SARANA MAJU BERSAMA;
471;H;;681;-;30 - BC 3.0;00003082062720240328000266;601493;28-03-2024;820627214125000;SARANA MAJU BERSAMA;
472;H;;681;-;30 - BC 3.0;00003082062720240328000269;601501;28-03-2024;820627214125000;SARANA MAJU BERSAMA;
473;H;;681;-;30 - BC 3.0;00003082062720240328000270;601502;28-03-2024;820627214125000;SARANA MAJU BERSAMA;
474;H;;681;-;30 - BC 3.0;00003021016120240328000222;601494;28-03-2024;708297288124000;PUTRI MANALU BERSAUDARA;PUTRA INDONESIA SEJAHTERA
475;H;;681;-;30 - BC 3.0;3010128405CE20240327000005;601512;28-03-2024;708110432125000;ORI GINALNEST INDONESIA;
476;H;;681;-;30 - BC 3.0;00003053320220240328000098;601522;28-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
477;H;;681;-;30 - BC 3.0;301011E3DFBC20240328000012;601510;28-03-2024;532025061124000;SENTRA MAJU UTAMA;
478;H;;681;-;30 - BC 3.0;00003001430120240328000053;601514;28-03-2024;097054779122000;UD JUANDA AQUATIC;PT.RAYA ABADI KENCANA
479;H;;681;-;30 - BC 3.0;00003001430120240328000054;601513;28-03-2024;097054779122000;UD JUANDA AQUATIC;PT.RAYA ABADI KENCANA
480;H;;681;-;30 - BC 3.0;00003002194120240328000820;601521;28-03-2024;021941596058000;JAS AERO ENGINEERING SERVICES;
481;H;;681;-;30 - BC 3.0;00003092821220240327000325;601497;28-03-2024;021803044112000;CV. HANSELIA;PT. LOGISTIK EKSPRESINDO UTAMA
482;H;;681;-;30 - BC 3.0;00003092821220240327000324;601492;28-03-2024;021803044112000;CV. HANSELIA;PT. LOGISTIK EKSPRESINDO UTAMA
483;H;;678;-;30 - BC 3.0;00003053320220240331000101;601537;31-03-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
484;H;;678;-;30 - BC 3.0;00003090523320240331000098;601535;31-03-2024;506077619125000;BUANA UTAMA MESTIKA INDAH;TAMARO TRANS LOGISTIK
485;H;;677;-;30 - BC 3.0;00003092821220240401000357;601548;01-04-2024;807559554125000;PT. MEGA RATU WALET;PT. LOGISTIK EKSPRESINDO UTAMA
486;H;;677;-;30 - BC 3.0;00003053320220240401000102;601555;01-04-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
487;H;;677;-;30 - BC 3.0;01010000258220240330000339;601553;01-04-2024;413652793333000;PT. ALKO SUMATRA INTERNASIONAL;PT BIROTIKA SEMESTA
488;H;;677;-;30 - BC 3.0;00003031479320240401001013;601542;01-04-2024;314793480125000;SAGAMI INDONESIA;
489;H;;677;-;30 - BC 3.0;00003092821220240401000358;601549;01-04-2024;067023663124000;UD. HALIM JAYA;PT. LOGISTIK EKSPRESINDO UTAMA
490;H;;677;-;30 - BC 3.0;01010000258220240401000345;601554;01-04-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
491;H;;676;-;30 - BC 3.0;00003083316220240330000006;601567;02-04-2024;833162191122000;PT.TOP RAWYALE INDONESIA;
492;H;;676;-;30 - BC 3.0;00003082062720240401000283;601565;02-04-2024;820627214125000;SARANA MAJU BERSAMA;
493;H;;676;-;30 - BC 3.0;00003074002520240402000093;601579;02-04-2024;014310247121000;PT PERMATA HIJAU PALM OLEO;PT. MULIA BERJAYA ABADI
494;H;;676;-;30 - BC 3.0;01010000258220240402000351;601575;02-04-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
495;H;;675;-;30 - BC 3.0;00003082062720240403000291;601591;03-04-2024;820627214125000;SARANA MAJU BERSAMA;
496;H;;675;-;30 - BC 3.0;301011E3DFBC20240403000014;601595;03-04-2024;532025061124000;SENTRA MAJU UTAMA;
497;H;;675;-;30 - BC 3.0;301011E3DFBC20240403000015;601588;03-04-2024;532025061124000;SENTRA MAJU UTAMA;
498;H;;675;-;30 - BC 3.0;00003092821220240403000367;601592;03-04-2024;099092686112000;UD. ROYAL MARINE CENTRE;PT. LOGISTIK EKSPRESINDO UTAMA
499;H;;675;-;30 - BC 3.0;00003001430120240403000056;601585;03-04-2024;097054779122000;UD JUANDA AQUATIC;PT.RAYA ABADI KENCANA
500;H;;675;-;30 - BC 3.0;00003092821220240403000372;601596;03-04-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
501;H;;675;-;30 - BC 3.0;00003092821220240403000373;601598;03-04-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
502;H;;675;-;30 - BC 3.0;01010000258220240403000357;601593;03-04-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
503;H;;675;-;30 - BC 3.0;01010000258220240403000355;601594;03-04-2024;010018067092000;PT SOCFIN INDONESIA;PT BIROTIKA SEMESTA
504;H;;673;-;30 - BC 3.0;00003053320220240405000109;601649;05-04-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
505;H;;673;-;30 - BC 3.0;00003074002520240405000097;601652;05-04-2024;014310247121000;PT PERMATA HIJAU PALM OLEO;PT. MULIA BERJAYA ABADI
506;H;;673;-;30 - BC 3.0;00003074002520240405000095;601650;05-04-2024;014310247121000;PT PERMATA HIJAU PALM OLEO;PT. MULIA BERJAYA ABADI
507;H;;673;-;30 - BC 3.0;00003074002520240405000098;601653;05-04-2024;014310247121000;PT PERMATA HIJAU PALM OLEO;PT. MULIA BERJAYA ABADI
508;H;;673;-;30 - BC 3.0;00003021016120240405000241;601648;05-04-2024;012163127125001;REPTIL CORPORATION;PUTRA INDONESIA SEJAHTERA
509;H;;673;-;30 - BC 3.0;00003082068420240405000188;601654;05-04-2024;010617975058000;PT. AQUAFARM NUSANTARA;DIRGANTARA SUMATERA EKSPRES
510;H;;672;-;30 - BC 3.0;00003082068420240406000191;601660;06-04-2024;845961077124000;CV. CHEERA KING SEAFOOD;DIRGANTARA SUMATERA EKSPRES
511;H;;672;-;30 - BC 3.0;00003082068420240406000192;601661;06-04-2024;845961077124000;CV. CHEERA KING SEAFOOD;DIRGANTARA SUMATERA EKSPRES
512;H;;672;-;30 - BC 3.0;00003082062720240406000307;601669;06-04-2024;820627214125000;SARANA MAJU BERSAMA;
513;H;;672;-;30 - BC 3.0;00003082062720240406000308;601670;06-04-2024;820627214125000;SARANA MAJU BERSAMA;
514;H;;672;-;30 - BC 3.0;00003082062720240406000305;601667;06-04-2024;820627214125000;SARANA MAJU BERSAMA;
515;H;;672;-;30 - BC 3.0;00003082062720240406000303;601664;06-04-2024;820627214125000;SARANA MAJU BERSAMA;
516;H;;672;-;30 - BC 3.0;3010128405CE20240405000008;601657;06-04-2024;708110432125000;ORI GINALNEST INDONESIA;
517;H;;672;-;30 - BC 3.0;00003053320220240406000112;601674;06-04-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
518;H;;672;-;30 - BC 3.0;00003082068420240406000190;601671;06-04-2024;420488702125000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
519;H;;672;-;30 - BC 3.0;00003002194120240406000829;601663;06-04-2024;021941596058000;JAS AERO ENGINEERING SERVICES;
520;H;;672;-;30 - BC 3.0;01010000258220240405000367;601656;06-04-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
521;H;;671;-;30 - BC 3.0;00003053320220240406000110;601676;07-04-2024;533202974125000;PT. MARTAMBA TAMBA REZEKI;
522;H;;653;-;30 - BC 3.0;00003092821220240424000473;601876;25-04-2024;942504838125000;PT. DAMAI WALET SENTOSA;PT. LOGISTIK EKSPRESINDO UTAMA
523;H;;653;-;30 - BC 3.0;00003082062720240425000371;601871;25-04-2024;820627214125000;SARANA MAJU BERSAMA;
524;H;;653;-;30 - BC 3.0;00003082062720240425000372;601872;25-04-2024;820627214125000;SARANA MAJU BERSAMA;
525;H;;653;-;30 - BC 3.0;00003021016120240425000257;601855;25-04-2024;708297288124000;PT. PUTRI MANALU BERSAUDARA;PUTRA INDONESIA SEJAHTERA
526;H;;653;-;30 - BC 3.0;3010128405CE20240425000009;601877;25-04-2024;708110432125000;ORI GINALNEST INDONESIA;
527;H;;653;-;30 - BC 3.0;00003001430120240425000064;601864;25-04-2024;097054779122000;UD JUANDA AQUATIC;PT.RAYA ABADI KENCANA
528;H;;653;-;30 - BC 3.0;00003001718920240425005773;601866;25-04-2024;017189184125000;TOBA SURIMI INDUSTRIES;
529;H;;653;-;30 - BC 3.0;01010000258220240424000405;601857;25-04-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
530;H;;653;-;30 - BC 3.0;01010000258220240424000409;601860;25-04-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
531;H;;653;-;30 - BC 3.0;01010000258220240424000404;601856;25-04-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
532;H;;653;-;30 - BC 3.0;00003092821220240425000475;601874;25-04-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
533;H;;653;-;30 - BC 3.0;00003092821220240424000469;601863;25-04-2024;013451828058000;PT. TAMORA STEKINDO;LOGISTIK EKSPRESINDO UTAMA
534;H;;653;-;30 - BC 3.0;00003092821220240425000476;601875;25-04-2024;013451828058000;PT. TAMORA STEKINDO;PT. LOGISTIK EKSPRESINDO UTAMA
535;H;;653;-;30 - BC 3.0;01010000258220240425000421;601879;25-04-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
536;H;;652;-;30 - BC 3.0;00003082062720240426000378;601899;26-04-2024;820627214125000;SARANA MAJU BERSAMA;
537;H;;652;-;30 - BC 3.0;00003082062720240426000376;601887;26-04-2024;820627214125000;SARANA MAJU BERSAMA;
538;H;;652;-;30 - BC 3.0;00003092821220240425000478;601888;26-04-2024;807559554125000;PT. MEGA RATU WALET;PT. LOGISTIK EKSPRESINDO UTAMA
539;H;;652;-;30 - BC 3.0;301011E3DFBC20240425000023;601884;26-04-2024;532025061124000;SENTRA MAJU UTAMA;
540;H;;652;-;30 - BC 3.0;301011CC466020240425000004;601900;26-04-2024;506077619125000;BUANA UTAMA MESTIKA INDAH;
541;H;;652;-;30 - BC 3.0;00003092821220240426000484;601890;26-04-2024;099092686112000;UD. ROYAL MARINE CENTRE;PT. LOGISTIK EKSPRESINDO UTAMA
542;H;;652;-;30 - BC 3.0;01010000258220240426000425;601896;26-04-2024;029306255111001;PT. WILMAR CONSULTANCY SERVICES;PT BIROTIKA SEMESTA
543;H;;652;-;30 - BC 3.0;01010000258220240426000422;601897;26-04-2024;015168784123000;PT. SAMAWOOD UTAMA WORKS INDUSTRIES;PT BIROTIKA SEMESTA
544;H;;652;-;30 - BC 3.0;01010000258220240426000426;601903;26-04-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
545;H;;652;-;30 - BC 3.0;01010000258220240426000424;601891;26-04-2024;013107743062000;PT BIROTIKA SEMESTA;PT BIROTIKA SEMESTA
546;H;;652;-;30 - BC 3.0;00003001304020240423000227;601895;26-04-2024;013040530093000;AEROFOOD INDONESIA;
547;H;;651;-;30 - BC 3.0;00003092821220240427000490;601904;27-04-2024;906003645124000;PT. BRASTAGI BOTANIKA INDONESIA;LOGISTIK EKSPRESINDO UTAMA
548;H;;651;-;30 - BC 3.0;00003082068420240427000203;601906;27-04-2024;845961077124000;CV. CHEERA KING SEAFOOD;DIRGANTARA SUMATERA EKSPRES
549;H;;651;-;30 - BC 3.0;00003082062720240427000381;601909;27-04-2024;820627214125000;SARANA MAJU BERSAMA;
550;H;;651;-;30 - BC 3.0;00003090523320240427000136;601910;27-04-2024;506077619125000;BUANA UTAMA MESTIKA INDAH;TAMARO TRANS LOGISTIK
551;H;;371;-;30 - BC 3.0;00003092821220250201000198;000947;01-02-2025;0845961077124000000000;CV. CHEERA KING SEAFOOD;PT. LOGISTIK EKSPRESINDO UTAMA
552;H;;371;-;30 - BC 3.0;00003082062720250131000075;000957;01-02-2025;0820627214125000000000;SARANA MAJU BERSAMA;
553;H;;371;-;30 - BC 3.0;00003053320220250201000036;000960;01-02-2025;0533202974125000000000;MARTAMBA TAMBA REZEKI;
554;H;;371;-;30 - BC 3.0;00003042048820250201000089;000952;01-02-2025;0420488702125000000000;SUMBER LAUT PERCUT;DIRGANTARA SUMATERA EKSPRES
555;H;;369;-;30 - BC 3.0;00003009705420250203000010;000970;03-02-2025;1271150703730005000000;UD.JUANDA AQUATIC;PT.RAYA ABADI KENCANA
556;H;;369;-;30 - BC 3.0;00003082062720250203000101;001003;03-02-2025;0820627214125000000000;SARANA MAJU BERSAMA;
557;H;;369;-;30 - BC 3.0;00003082062720250203000094;000995;03-02-2025;0820627214125000000000;SARANA MAJU BERSAMA;
558;H;;369;-;30 - BC 3.0;00003082062720250203000110;000983;03-02-2025;0820627214125000000000;SARANA MAJU BERSAMA;
